ID,Order_LA,Length_mm,Category_Dummy,Category,NestID,Biomass_mg,Date Collected,OrdinalDate,﻿Pasture,Pasture_patch,Pasture_patch_year,HerbYesNo_alltime,HerbTreat_1418,GrazingYesNo
1446,orthoptera,8,1,Small,RC2 DICK 23 16,6.025605872,7/19/2016,201,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1447,orthoptera,8,1,Small,RC2 DICK 23 16,6.025605872,7/19/2016,201,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1448,orthoptera,8,1,Small,RC2 DICK 23 16,6.025605872,7/19/2016,201,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1440,orthoptera,5,1,Small,RC2 DICK 23 16,1.81758515,7/19/2016,201,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1385,orthoptera,8,1,Small,RC2 DICK 19 16,6.025605872,7/8/2016,190,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
880,orthoptera,5,1,Small,GIL DICK 5 16,1.81758515,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
1378,orthoptera,7,1,Small,RC2 DICK 19 16,4.286681896,7/8/2016,190,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1379,orthoptera,7,1,Small,RC2 DICK 19 16,4.286681896,7/8/2016,190,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1380,orthoptera,7,1,Small,RC2 DICK 19 16,4.286681896,7/8/2016,190,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1381,orthoptera,8,1,Small,RC2 DICK 19 16,6.025605872,7/8/2016,190,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1382,orthoptera,8,1,Small,RC2 DICK 19 16,6.025605872,7/8/2016,190,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1394,orthoptera,5,1,Small,RC2 DICK 2 16,1.81758515,6/19/2016,171,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1384,orthoptera,8,1,Small,RC2 DICK 19 16,6.025605872,7/8/2016,190,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1451,orthoptera,9,1,Small,RC2 DICK 23 16,8.136537939,7/19/2016,201,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1386,orthoptera,9,1,Small,RC2 DICK 19 16,8.136537939,7/8/2016,190,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1387,orthoptera,10,1,Small,RC2 DICK 19 16,10.64440168,7/8/2016,190,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1388,orthoptera,10,1,Small,RC2 DICK 19 16,10.64440168,7/8/2016,190,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1389,orthoptera,12,1,Small,RC2 DICK 19 16,16.94468236,7/8/2016,190,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1390,orthoptera,4,1,Small,RC2 DICK 2 16,1.028902524,6/19/2016,171,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1391,orthoptera,5,1,Small,RC2 DICK 2 16,1.81758515,6/19/2016,171,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1383,orthoptera,8,1,Small,RC2 DICK 19 16,6.025605872,7/8/2016,190,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1509,orthoptera,13,1,Small,RC2 DICK 28 16,20.78149577,8/6/2016,219,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1501,orthoptera,11,1,Small,RC2 DICK 28 16,13.57289852,8/6/2016,219,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1502,orthoptera,11,1,Small,RC2 DICK 28 16,13.57289852,8/6/2016,219,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1503,orthoptera,12,1,Small,RC2 DICK 28 16,16.94468236,8/6/2016,219,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1504,orthoptera,12,1,Small,RC2 DICK 28 16,16.94468236,8/6/2016,219,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1505,orthoptera,12,1,Small,RC2 DICK 28 16,16.94468236,8/6/2016,219,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1506,orthoptera,12,1,Small,RC2 DICK 28 16,16.94468236,8/6/2016,219,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1449,orthoptera,9,1,Small,RC2 DICK 23 16,8.136537939,7/19/2016,201,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1508,orthoptera,12,1,Small,RC2 DICK 28 16,16.94468236,8/6/2016,219,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1498,orthoptera,10,1,Small,RC2 DICK 28 16,10.64440168,8/6/2016,219,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1510,orthoptera,14,1,Small,RC2 DICK 28 16,25.10427859,8/6/2016,219,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1511,orthoptera,16,2,Medium,RC2 DICK 28 16,35.28801347,8/6/2016,219,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1512,orthoptera,16,2,Medium,RC2 DICK 28 16,35.28801347,8/6/2016,219,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1513,orthoptera,18,2,Medium,RC2 DICK 28 16,47.65035524,8/6/2016,219,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1514,orthoptera,20,2,Medium,RC2 DICK 28 16,62.33726495,8/6/2016,219,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1515,orthoptera,24,2,Medium,RC2 DICK 28 16,99.23386827,8/6/2016,219,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1507,orthoptera,12,1,Small,RC2 DICK 28 16,16.94468236,8/6/2016,219,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1459,orthoptera,12,1,Small,RC2 DICK 23 16,16.94468236,7/19/2016,201,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1375,orthoptera,6,1,Small,RC2 DICK 19 16,2.893389781,7/8/2016,190,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1452,orthoptera,9,1,Small,RC2 DICK 23 16,8.136537939,7/19/2016,201,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1453,orthoptera,9,1,Small,RC2 DICK 23 16,8.136537939,7/19/2016,201,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1454,orthoptera,10,1,Small,RC2 DICK 23 16,10.64440168,7/19/2016,201,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1455,orthoptera,10,1,Small,RC2 DICK 23 16,10.64440168,7/19/2016,201,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1456,orthoptera,10,1,Small,RC2 DICK 23 16,10.64440168,7/19/2016,201,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1500,orthoptera,11,1,Small,RC2 DICK 28 16,13.57289852,8/6/2016,219,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1458,orthoptera,12,1,Small,RC2 DICK 23 16,16.94468236,7/19/2016,201,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1499,orthoptera,11,1,Small,RC2 DICK 28 16,13.57289852,8/6/2016,219,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1460,orthoptera,14,1,Small,RC2 DICK 23 16,25.10427859,7/19/2016,201,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1461,orthoptera,18,2,Medium,RC2 DICK 23 16,47.65035524,7/19/2016,201,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1494,orthoptera,6,1,Small,RC2 DICK 28 16,2.893389781,8/6/2016,219,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1495,orthoptera,8,1,Small,RC2 DICK 28 16,6.025605872,8/6/2016,219,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1496,orthoptera,9,1,Small,RC2 DICK 28 16,8.136537939,8/6/2016,219,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1497,orthoptera,10,1,Small,RC2 DICK 28 16,10.64440168,8/6/2016,219,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1450,orthoptera,9,1,Small,RC2 DICK 23 16,8.136537939,7/19/2016,201,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1457,orthoptera,11,1,Small,RC2 DICK 23 16,13.57289852,7/19/2016,201,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
813,orthoptera,8,1,Small,GIL DICK 3 16,6.025605872,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
1377,orthoptera,7,1,Small,RC2 DICK 19 16,4.286681896,7/8/2016,190,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
820,orthoptera,10,1,Small,GIL DICK 3 16,10.64440168,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
819,orthoptera,10,1,Small,GIL DICK 3 16,10.64440168,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
818,orthoptera,10,1,Small,GIL DICK 3 16,10.64440168,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
817,orthoptera,9,1,Small,GIL DICK 3 16,8.136537939,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
816,orthoptera,9,1,Small,GIL DICK 3 16,8.136537939,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
822,orthoptera,10,1,Small,GIL DICK 3 16,10.64440168,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
814,orthoptera,9,1,Small,GIL DICK 3 16,8.136537939,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
823,orthoptera,10,1,Small,GIL DICK 3 16,10.64440168,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
812,orthoptera,8,1,Small,GIL DICK 3 16,6.025605872,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
811,orthoptera,8,1,Small,GIL DICK 3 16,6.025605872,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
810,orthoptera,8,1,Small,GIL DICK 3 16,6.025605872,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
809,orthoptera,7,1,Small,GIL DICK 3 16,4.286681896,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
808,orthoptera,7,1,Small,GIL DICK 3 16,4.286681896,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
807,orthoptera,7,1,Small,GIL DICK 3 16,4.286681896,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
815,orthoptera,9,1,Small,GIL DICK 3 16,8.136537939,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
830,orthoptera,13,1,Small,GIL DICK 3 16,20.78149577,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
685,orthoptera,7,1,Small,BSH DICK 9 16,4.286681896,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
837,orthoptera,15,1,Small,GIL DICK 3 16,29.93325637,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
836,orthoptera,14,1,Small,GIL DICK 3 16,25.10427859,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
835,orthoptera,14,1,Small,GIL DICK 3 16,25.10427859,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
834,orthoptera,14,1,Small,GIL DICK 3 16,25.10427859,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
833,orthoptera,14,1,Small,GIL DICK 3 16,25.10427859,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
821,orthoptera,10,1,Small,GIL DICK 3 16,10.64440168,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
831,orthoptera,13,1,Small,GIL DICK 3 16,20.78149577,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
804,orthoptera,6,1,Small,GIL DICK 3 16,2.893389781,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
829,orthoptera,12,1,Small,GIL DICK 3 16,16.94468236,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
828,orthoptera,11,1,Small,GIL DICK 3 16,13.57289852,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
827,orthoptera,11,1,Small,GIL DICK 3 16,13.57289852,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
826,orthoptera,11,1,Small,GIL DICK 3 16,13.57289852,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
825,orthoptera,11,1,Small,GIL DICK 3 16,13.57289852,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
824,orthoptera,10,1,Small,GIL DICK 3 16,10.64440168,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
832,orthoptera,13,1,Small,GIL DICK 3 16,20.78149577,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
1368,orthoptera,4,1,Small,RC2 DICK 19 16,1.028902524,7/8/2016,190,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1313,orthoptera,5,1,Small,RC2 DICK 16 16,1.81758515,6/28/2016,180,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1314,orthoptera,7,1,Small,RC2 DICK 16 16,4.286681896,6/28/2016,180,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1315,orthoptera,7,1,Small,RC2 DICK 16 16,4.286681896,6/28/2016,180,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1316,orthoptera,8,1,Small,RC2 DICK 16 16,6.025605872,6/28/2016,180,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1317,orthoptera,8,1,Small,RC2 DICK 16 16,6.025605872,6/28/2016,180,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1318,orthoptera,9,1,Small,RC2 DICK 16 16,8.136537939,6/28/2016,180,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
806,orthoptera,7,1,Small,GIL DICK 3 16,4.286681896,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
1367,orthoptera,3,1,Small,RC2 DICK 19 16,0.494060865,7/8/2016,190,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1310,orthoptera,5,1,Small,RC2 DICK 16 16,1.81758515,6/28/2016,180,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1369,orthoptera,4,1,Small,RC2 DICK 19 16,1.028902524,7/8/2016,190,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1370,orthoptera,4,1,Small,RC2 DICK 19 16,1.028902524,7/8/2016,190,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1371,orthoptera,5,1,Small,RC2 DICK 19 16,1.81758515,7/8/2016,190,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1372,orthoptera,5,1,Small,RC2 DICK 19 16,1.81758515,7/8/2016,190,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1373,orthoptera,5,1,Small,RC2 DICK 19 16,1.81758515,7/8/2016,190,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1374,orthoptera,6,1,Small,RC2 DICK 19 16,2.893389781,7/8/2016,190,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1319,orthoptera,10,1,Small,RC2 DICK 16 16,10.64440168,6/28/2016,180,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1303,orthoptera,4,1,Small,RC2 DICK 16 16,1.028902524,6/25/2016,177,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1529,orthoptera,6,1,Small,RC2 DICK 32 16,2.893389781,8/8/2016,221,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
803,orthoptera,6,1,Small,GIL DICK 3 16,2.893389781,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
802,orthoptera,6,1,Small,GIL DICK 3 16,2.893389781,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
801,orthoptera,5,1,Small,GIL DICK 3 16,1.81758515,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
800,orthoptera,5,1,Small,GIL DICK 3 16,1.81758515,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
799,orthoptera,17,2,Medium,BSH DICK 9 16,41.18755428,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
1312,orthoptera,5,1,Small,RC2 DICK 16 16,1.81758515,6/28/2016,180,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
797,orthoptera,14,1,Small,BSH DICK 9 16,25.10427859,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
1311,orthoptera,5,1,Small,RC2 DICK 16 16,1.81758515,6/28/2016,180,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1304,orthoptera,6,1,Small,RC2 DICK 16 16,2.893389781,6/25/2016,177,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1305,orthoptera,6,1,Small,RC2 DICK 16 16,2.893389781,6/25/2016,177,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1306,orthoptera,4,1,Small,RC2 DICK 16 16,1.028902524,6/28/2016,180,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1307,orthoptera,5,1,Small,RC2 DICK 16 16,1.81758515,6/28/2016,180,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1308,orthoptera,5,1,Small,RC2 DICK 16 16,1.81758515,6/28/2016,180,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
1309,orthoptera,5,1,Small,RC2 DICK 16 16,1.81758515,6/28/2016,180,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
805,orthoptera,6,1,Small,GIL DICK 3 16,2.893389781,8/2/2016,215,GIL,GIL_C,GIL_C_2016,Yes,SnS,Yes
798,orthoptera,14,1,Small,BSH DICK 9 16,25.10427859,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
728,orthoptera,8,1,Small,BSH DICK 9 16,6.025605872,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
1527,orthoptera,6,1,Small,RC2 DICK 32 16,2.893389781,8/8/2016,221,RC2,RC2_C,RC2_C_2016,Yes,Spr,No
735,orthoptera,9,1,Small,BSH DICK 9 16,8.136537939,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
734,orthoptera,9,1,Small,BSH DICK 9 16,8.136537939,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
733,orthoptera,9,1,Small,BSH DICK 9 16,8.136537939,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
732,orthoptera,9,1,Small,BSH DICK 9 16,8.136537939,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
731,orthoptera,9,1,Small,BSH DICK 9 16,8.136537939,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
737,orthoptera,9,1,Small,BSH DICK 9 16,8.136537939,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
729,orthoptera,8,1,Small,BSH DICK 9 16,6.025605872,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
738,orthoptera,9,1,Small,BSH DICK 9 16,8.136537939,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
727,orthoptera,8,1,Small,BSH DICK 9 16,6.025605872,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
726,orthoptera,8,1,Small,BSH DICK 9 16,6.025605872,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
725,orthoptera,8,1,Small,BSH DICK 9 16,6.025605872,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
724,orthoptera,8,1,Small,BSH DICK 9 16,6.025605872,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
723,orthoptera,8,1,Small,BSH DICK 9 16,6.025605872,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
722,orthoptera,8,1,Small,BSH DICK 9 16,6.025605872,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
730,orthoptera,9,1,Small,BSH DICK 9 16,8.136537939,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
745,orthoptera,9,1,Small,BSH DICK 9 16,8.136537939,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
753,orthoptera,10,1,Small,BSH DICK 9 16,10.64440168,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
752,orthoptera,10,1,Small,BSH DICK 9 16,10.64440168,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
751,orthoptera,10,1,Small,BSH DICK 9 16,10.64440168,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
750,orthoptera,10,1,Small,BSH DICK 9 16,10.64440168,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
749,orthoptera,10,1,Small,BSH DICK 9 16,10.64440168,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
748,orthoptera,10,1,Small,BSH DICK 9 16,10.64440168,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
736,orthoptera,9,1,Small,BSH DICK 9 16,8.136537939,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
746,orthoptera,9,1,Small,BSH DICK 9 16,8.136537939,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
719,orthoptera,8,1,Small,BSH DICK 9 16,6.025605872,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
744,orthoptera,9,1,Small,BSH DICK 9 16,8.136537939,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
743,orthoptera,9,1,Small,BSH DICK 9 16,8.136537939,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
742,orthoptera,9,1,Small,BSH DICK 9 16,8.136537939,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
741,orthoptera,9,1,Small,BSH DICK 9 16,8.136537939,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
740,orthoptera,9,1,Small,BSH DICK 9 16,8.136537939,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
739,orthoptera,9,1,Small,BSH DICK 9 16,8.136537939,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
747,orthoptera,9,1,Small,BSH DICK 9 16,8.136537939,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
692,orthoptera,8,1,Small,BSH DICK 9 16,6.025605872,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
878,orthoptera,20,2,Medium,GIL DICK 4 16,62.33726495,8/2/2016,215,GIL,GIL_S,GIL_S_2016,No,Con,Yes
700,orthoptera,8,1,Small,BSH DICK 9 16,6.025605872,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
698,orthoptera,8,1,Small,BSH DICK 9 16,6.025605872,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
697,orthoptera,8,1,Small,BSH DICK 9 16,6.025605872,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
696,orthoptera,8,1,Small,BSH DICK 9 16,6.025605872,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
695,orthoptera,8,1,Small,BSH DICK 9 16,6.025605872,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
721,orthoptera,8,1,Small,BSH DICK 9 16,6.025605872,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
693,orthoptera,8,1,Small,BSH DICK 9 16,6.025605872,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
704,orthoptera,8,1,Small,BSH DICK 9 16,6.025605872,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
691,orthoptera,8,1,Small,BSH DICK 9 16,6.025605872,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
690,orthoptera,7,1,Small,BSH DICK 9 16,4.286681896,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
689,orthoptera,7,1,Small,BSH DICK 9 16,4.286681896,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
688,orthoptera,7,1,Small,BSH DICK 9 16,4.286681896,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
687,orthoptera,7,1,Small,BSH DICK 9 16,4.286681896,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
686,orthoptera,7,1,Small,BSH DICK 9 16,4.286681896,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
694,orthoptera,8,1,Small,BSH DICK 9 16,6.025605872,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
711,orthoptera,8,1,Small,BSH DICK 9 16,6.025605872,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
756,orthoptera,10,1,Small,BSH DICK 9 16,10.64440168,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
718,orthoptera,8,1,Small,BSH DICK 9 16,6.025605872,8/8/2016,221,BSH,BSH_S,BSH_S_2016,Yes,SnS,No
